cd_municipio_ibge_dv_origem,cd_municipio_ibge_dv_alta_complex,cd_municipio_ibge_dv_baixa_med_complex,exerce_influencia_regic,influenciado_regic,presta_alta,presta_baixa,procura_servicos_alta,procura_servicos_baixa,grau_infl_exerce,grau_infl_recebe
1301654,1302603,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1304260,1302603,1302603,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1300086,1302603,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1300409,1302603,1302603,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1300102,1302603,1302603,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1304005,1302603,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1304203,1302603,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1302108,1302603,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1303007,1302603,NULL,1,1,NULL,NULL,1,1,NULL,3
1301951,1302603,1302603,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1301100,1302603,1302603,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1303106,1302603,1302603,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1304302,1302603,1302603,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1303809,1302603,1302603,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1300839,1302603,1302603,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1302702,1302603,1302603,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1301308,1302603,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1301605,1302603,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1303601,1302603,1302603,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1302009,1302603,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1301803,1302603,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1304401,1302603,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1300060,1302603,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1303205,1302603,1302603,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1300680,1302603,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1300805,1302603,1302603,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1300029,1302603,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1300201,1302603,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1302553,1302603,1302603,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1302900,1302603,1302603,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1302603,1302603,1302603,NULL,NULL,1,1,1,1,NULL,NULL
1301209,1302603,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1500404,1302603,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1503002,1302603,1302603,NULL,1,NULL,NULL,1,1,NULL,3
1400506,1400100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1400233,1400100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1400605,1400100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1400100,1400100,NULL,NULL,NULL,1,1,1,1,NULL,NULL
1400159,1400100,1400100,1,1,NULL,NULL,1,1,NULL,3
1400456,1400100,1400100,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1400027,1400100,1400100,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1400209,1400100,1400100,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1400407,1400100,1400100,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1400282,1400100,1400100,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1400704,1400100,1400100,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1400308,1400100,1400100,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1400175,1400100,1400100,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1400472,1400100,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1400050,1400100,1400100,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1500602,1500602,NULL,NULL,NULL,1,1,1,1,NULL,NULL
1500859,1500602,1500602,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1508357,1500602,1500602,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1508159,1500602,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1504455,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1506302,1501402,1501402,NULL,1,NULL,NULL,1,1,NULL,3
1502400,1501402,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1505205,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1505700,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1505064,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1507201,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1506609,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1501725,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1505809,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1503044,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1502202,1501402,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1505007,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1507466,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1504109,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1504604,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1506906,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1504422,1501402,1501402,NULL,1,NULL,NULL,1,1,NULL,3
1504950,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1502806,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1507706,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1500958,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1501402,1501402,1501402,1,1,1,1,1,1,3,3
1507953,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1506559,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1506401,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1507961,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1507474,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1503200,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1504703,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1501501,1501402,1501402,NULL,1,NULL,NULL,1,1,NULL,3
1504307,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1500909,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1508035,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1501758,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1502004,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1503309,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1508308,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1507508,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1506112,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1507409,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1501204,1501402,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1503093,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1503101,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1505601,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1505502,1501402,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1500107,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1503804,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1508001,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1505106,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1507102,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1507805,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1507607,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1503457,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1504059,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1502756,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1505908,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1503507,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1508209,1501402,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1505403,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1506500,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1500503,1501402,1501402,NULL,1,NULL,NULL,1,1,NULL,3
1501956,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1501709,1501402,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1503077,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1502301,1501402,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1501600,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1501105,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1507003,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1501303,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1500701,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1501782,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1503705,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1502103,1501402,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1506104,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1506203,1501402,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1502152,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1504406,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1506351,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1504901,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1503408,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1502608,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1500206,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1508126,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1507904,1501402,1501402,1,1,NULL,NULL,1,1,NULL,3
1500800,1501402,1501402,NULL,1,NULL,NULL,1,1,NULL,3
1501907,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1504000,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1502764,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1502905,1501402,1501402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2106201,1501402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2102903,1501402,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1508084,1506138,1506138,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1508407,1506138,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1505551,1506138,1506138,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1505437,1506138,1506138,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1501253,1506138,1506138,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1506161,1506138,1506138,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1500347,1506138,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1507755,1506138,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1506138,1506138,NULL,NULL,NULL,1,1,1,1,NULL,NULL
1709500,1709500,NULL,NULL,NULL,1,1,1,1,NULL,NULL
1700707,1709500,1709500,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105963,2101202,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2101202,2101202,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2102077,2101202,2101202,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111722,2101202,2101202,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1720200,2105302,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1507151,2105302,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1720804,2105302,2105302,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2112852,2105302,2105302,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1702901,2105302,2105302,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111532,2105302,2105302,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1501576,2105302,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1718808,2105302,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
1710706,2105302,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2103257,2105302,2105302,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2100600,2105302,2105302,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2110856,2105302,2105302,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105427,2105302,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2109007,2105302,2105302,NULL,1,NULL,NULL,1,1,NULL,3
2106102,2105302,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2102556,2105302,2105302,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2107258,2105302,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2104800,2105302,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
1502939,2105302,2105302,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2102036,2105302,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111805,2105302,2105302,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105302,2105302,NULL,1,1,1,1,1,1,3,3
2102705,2106631,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2106755,2106631,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2106631,2106631,2111300,NULL,NULL,1,1,1,1,NULL,NULL
2108801,2106631,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2108504,2109908,2109908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111029,2109908,2109908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2101772,2109908,2109908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2112274,2109908,2109908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2109908,2109908,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2105351,2112308,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2112308,2112308,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2202901,2202901,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2210623,2202901,2202901,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203909,2203909,NULL,1,1,1,1,1,1,3,3
2208551,2203909,2203909,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209708,2203909,2203909,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205706,2207702,2207702,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207702,2207702,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2206696,2207702,2207702,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201919,2207702,2207702,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210607,2210607,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2211357,2210607,2210607,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2206050,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2208809,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202729,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203420,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2200608,2211001,NULL,1,1,NULL,NULL,1,1,NULL,3
2205854,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202778,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203230,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2211209,2211001,NULL,1,1,NULL,NULL,1,1,NULL,3
2202455,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2204550,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2208205,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205508,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207850,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203255,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207777,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201960,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210805,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2211100,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2204659,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2206670,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2200053,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207306,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207553,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203354,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2204006,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202851,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201200,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2200509,2211001,NULL,1,1,NULL,1,1,1,NULL,3
2205581,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201929,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209104,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207108,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209906,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205151,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2204402,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201903,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2208601,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202075,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202117,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202307,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2206357,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209658,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201507,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210359,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209401,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209302,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207793,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203305,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2200400,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205276,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2204808,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203107,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2200103,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2206209,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210391,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2208304,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2207355,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2206951,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210003,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2206654,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2200806,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205003,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207751,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201051,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209955,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203503,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202000,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210409,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2209971,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203008,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2208106,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202505,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2208858,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2211001,2211001,2211001,1,1,1,1,1,1,3,3
2209005,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205102,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2208908,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2200707,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203602,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203750,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205516,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207934,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210706,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205607,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205573,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210052,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210904,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202026,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2200301,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2211308,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2202133,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2204154,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207504,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205540,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207207,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201739,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210979,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210102,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209153,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201988,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202208,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2209450,2211001,2211001,NULL,1,NULL,NULL,1,1,NULL,3
2206001,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205458,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2206803,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2208403,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2202059,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202554,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202703,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202737,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202174,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201705,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202406,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202251,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202653,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201556,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202604,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2205359,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205524,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201150,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2200202,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2202083,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202539,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2206605,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205565,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207801,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2202802,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2208650,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2204600,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210375,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203206,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2206704,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207900,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2201309,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2206308,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2204105,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205409,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205904,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2204907,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209609,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2206100,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2211407,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201176,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209872,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105500,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2100501,2211001,2211001,1,1,NULL,NULL,1,1,NULL,3
2108900,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
