cd_municipio_ibge_dv_origem,cd_municipio_ibge_dv_alta_complex,cd_municipio_ibge_dv_baixa_med_complex,exerce_influencia_regic,influenciado_regic,presta_alta,presta_baixa,procura_servicos_alta,procura_servicos_baixa,grau_infl_exerce,grau_infl_recebe
2110609,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2101806,2211001,2211001,NULL,1,NULL,NULL,1,1,NULL,3
2103802,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105807,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2110807,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2103505,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2111607,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105922,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2104701,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2106672,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105450,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2106607,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2101939,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210938,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111672,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209377,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207603,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2206407,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2209559,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201945,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201770,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201606,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205300,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207405,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203800,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210508,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2208700,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2102309,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111631,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105476,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2102200,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2108207,2211001,NULL,1,1,NULL,1,1,1,NULL,3
2104602,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2112100,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210631,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202752,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203453,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2204501,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2108454,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2201101,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209203,2211001,2211001,NULL,1,NULL,NULL,1,1,NULL,3
2200459,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2101509,2211001,2211001,NULL,1,NULL,NULL,1,1,NULL,3
2206902,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209500,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207959,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2110302,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2203859,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205599,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2211704,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2204709,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205250,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2208874,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205805,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2206506,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2100055,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2102754,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111763,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2103554,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2101400,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2104008,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2103752,2211001,2211001,NULL,1,NULL,NULL,1,1,NULL,3
2112209,2211001,2211001,NULL,1,NULL,NULL,1,1,NULL,3
2104099,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2109502,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2102101,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105203,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2106003,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2104404,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111573,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111078,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2102358,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2107001,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2104073,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2100154,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105948,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2102325,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2112233,2211001,2211001,NULL,1,NULL,NULL,1,1,NULL,3
2104081,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2103901,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2107902,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2104206,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2106409,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2100808,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2112001,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2110708,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2104628,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2103406,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2209807,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2206720,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210383,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209757,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111748,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201002,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2208502,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2110906,2211001,2211001,NULL,1,NULL,NULL,1,1,NULL,3
2201408,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2200905,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2202091,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210953,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210656,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111052,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2207009,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2202711,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2206753,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203701,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2104107,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205532,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2103208,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2105609,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2100956,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205557,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2103307,2211001,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2202109,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2107803,2211001,2211001,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2109759,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2205201,2211001,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2302503,2302503,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2302008,2302503,2302503,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2302602,2302602,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2303907,2302602,2302602,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2302800,2302800,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2306603,2302800,2302800,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2305506,2305506,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2303600,2305506,2305506,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2310902,2305506,2305506,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2311355,2305506,2305506,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2305266,2311306,2311306,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2311306,2311306,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2302057,2312908,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2313955,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2305902,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2303105,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2312304,2312908,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2304707,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2304350,2312908,2312908,NULL,1,NULL,NULL,1,1,NULL,3
2305209,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2313401,2312908,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2304236,2312908,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2305803,2312908,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2312809,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2307809,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2313906,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2300200,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2304004,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2304905,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2305308,2312908,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2308609,2312908,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2303402,2312908,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2303659,2312908,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2300507,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2312205,2312908,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2304657,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2308906,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2314102,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2305001,2312908,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2306108,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2312007,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2309904,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2304509,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2311702,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2312908,2312908,NULL,1,1,1,1,1,1,3,3
2309003,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2310951,2312908,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2311009,2312908,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2308807,2312908,2312908,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2412104,2402006,2402006,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2402006,2402006,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2403301,2408003,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2413607,2408003,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2400604,2408003,2408003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2402907,2408003,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2414902,2408003,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2404903,2408003,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2401453,2408003,2408003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2414605,2408003,2408003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2404408,2408003,2408003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2402303,2408003,2408003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2408706,2408003,2408003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2404309,2408003,2408003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2410256,2408003,2408003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2409308,2408003,2408003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2414506,2408003,2408003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2407609,2408003,2408003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2411056,2408003,2408003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2408409,2408003,2408003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2410603,2408003,2408003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2408003,2408003,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2410009,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2401206,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2404804,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2406908,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2409209,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2409704,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2403202,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2408904,2408102,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2402204,2408102,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2413805,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2412302,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2409100,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2409902,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2403509,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2411403,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2401008,2408102,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2414209,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2401800,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2405504,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2403004,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2403251,2408102,2408102,NULL,1,NULL,NULL,1,1,NULL,3
2402709,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2413904,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2407302,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2409803,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2404705,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2402501,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2413706,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2405108,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2409332,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2403756,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2402600,2408102,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2401859,2408102,2408102,1,1,NULL,NULL,1,1,NULL,3
2403806,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2414753,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2408805,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2411429,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2404507,2408102,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2413102,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2411106,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2409506,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2406403,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2400307,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2411700,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2413409,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2413003,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2411205,2408102,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2412203,2408102,2408102,1,1,NULL,NULL,1,1,NULL,3
2406502,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2404002,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2414001,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2413300,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2410306,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2410405,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2401503,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2415008,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2403905,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2405306,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2410108,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2412609,2408102,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2405702,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2400505,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2410702,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2400703,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2402402,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2401701,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2402808,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2408607,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2412708,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2407807,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2401909,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2412500,2408102,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2407708,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2404606,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2404853,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2407104,2408102,2408102,NULL,1,NULL,NULL,1,1,NULL,3
2413359,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2400208,2408102,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2409605,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2411601,2408102,2408102,NULL,1,NULL,NULL,1,1,NULL,3
2414407,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2407401,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2410207,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2410900,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2404101,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2411809,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2413201,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2413557,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2411007,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2414100,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2410504,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2404200,2408102,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2406700,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2400802,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2405900,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2403608,2408102,2408102,NULL,1,NULL,NULL,1,1,NULL,3
2401107,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2407252,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2406155,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2405009,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2408953,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2407005,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2407500,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2414308,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2408201,2408102,2408102,NULL,1,NULL,NULL,1,1,NULL,3
2413508,2408102,2408102,NULL,1,NULL,NULL,1,1,NULL,3
2405603,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2401305,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2411502,2408102,NULL,1,1,NULL,1,1,1,NULL,3
2400901,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2410801,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2400109,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2412906,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2414704,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2407203,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2405207,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2414456,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2405801,2408102,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2412807,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2412559,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2406601,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2402105,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2403707,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2408300,2408102,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2406809,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2408102,2408102,2408102,1,1,1,1,1,1,3,3
2408508,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2405405,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2406205,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2401602,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2406007,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2414803,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2414159,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2401404,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2412401,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2400406,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2412005,2408102,2408102,NULL,1,NULL,NULL,1,1,NULL,3
2406304,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2407906,2408102,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2406106,2408102,2408102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2502409,2503704,2503704,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2503704,2503704,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2512754,2504009,2504009,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2515401,2504009,2504009,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2516607,2504009,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2500536,2504009,2504009,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2501534,2504009,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2513943,2504009,2504009,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2501203,2504009,2504009,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2512705,2504009,2504009,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2508505,2504009,2504009,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2506202,2504009,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2509339,2504009,2504009,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2501351,2504009,2504009,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2500403,2504009,2504009,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2510501,2504009,2504009,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2516300,2504009,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2515807,2504009,2504009,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2508406,2504009,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2510659,2504009,2504009,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2509206,2504009,2504009,NULL,1,NULL,NULL,1,1,NULL,3
2516755,2504009,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2403400,2504009,2504009,NULL,NULL,NULL,NULL,1,1,NULL,NULL
